houestype,area,unitprice,orientation,floor,zhuangxiucd,estate,region,street,yearbuilt
3室2厅3卫,136.18,13218,南,底层（共7层）,毛坯,保利堂悦,南岸,茶园新区,2018
3室2厅2卫,108,19074,南北,顶层（共9层）,毛坯,华宇·御璟首玺,渝北,中央公园,2023
3室2厅2卫,75.09,21041,西,高层（共23层）,精装修,龙湖春森彼岸,江北,北滨路,2018
4室2厅2卫,136.55,14354,南,低层（共32层）,毛坯,龙湖昱湖壹号观云,渝北,礼嘉,有
4室2厅2卫,129,13023,西,中层（共8层）,毛坯,洺悦国际,九龙坡,石坪桥,2023
3室2厅2卫,99,14545,南,中层（共27层）,毛坯,重庆·中交城,九龙坡,蟠龙,2023
3室2厅2卫,120.36,17946,东南,中层（共33层）,精装修,龙湖源著北区,江北,南桥寺,2012
5室3厅4卫,201,20896,南,底层地上层数（共4层）,毛坯,万科悦府,渝北,照母山,2012
3室2厅2卫,99,17980,南,高层（共8层）,精装修,中粮中央公园瑞府,渝北,中央公园,2022
4室2厅2卫,123,19675,东南,中层（共8层）,毛坯,中粮天悦壹号,江北,石马河,2020
3室2厅2卫,120.43,25741,东,高层（共17层）,精装修,约克郡壹号湖畔,渝北,照母山,2017
4室2厅2卫,149.6,19318,西北,中层（共8层）,精装修,龙湖两江新宸云玺,渝北,礼嘉,2016
4室2厅5卫,323.71,16002,南,底层地上层数（共1层）,简装修,约克郡翠薇堤,渝北,照母山,
5室2厅2卫,166.95,15753,南,顶层（共22层）,毛坯,龙湖两江新宸森屿,渝北,礼嘉,有
2室2厅2卫,92.55,11885,北,低层（共32层）,精装修,鲁能星城九街区,渝北,龙头寺,2009
3室2厅1卫,122,12787,东,低层（共32层）,豪华装修,嘉华鑫城,渝中,大坪,无
4室2厅4卫,308.4,16115,东,顶层（共25层）,毛坯,江北嘴·公园里,渝北,龙头寺,2019
3室2厅1卫,90,14000,南,高层（共31层）,精装修,莲花国际,渝中,大坪,无
3室2厅2卫,90.75,13223,南,高层（共8层）,精装修,中国铁建山语桃源,渝北,中央公园,2020
3室2厅2卫,111.19,11062,东南,中层（共11层）,毛坯,中交漫山,南岸,茶园新区,2017
3室2厅2卫,97,8247,东,低层（共18层）,毛坯,康田栖樾,大渡口,茄子溪,2023
5室2厅3卫,154.79,12985,北,低层（共48层）,精装修,龙湖两江新宸森屿,渝北,礼嘉,有
2室2厅1卫,64.2,15717,西北,低层（共32层）,精装修,江北嘴新鸥鹏教育城二期,江北,江北嘴,无
3室2厅2卫,90,12000,南,高层（共15层）,毛坯,保利时区,渝北,悦来,2020
3室2厅1卫,93.43,19266,南,低层（共33层）,精装修,约克郡.禧悦,渝北,照母山,2019
5室2厅4卫,392,14031,东,底层地上层数（共5层）,毛坯,新江与城天越,渝北,大竹林,2018
4室2厅3卫,182,17582,南,顶层（共12层）,精装修,融创国宾壹号院,九龙坡,石桥铺,2018
4室2厅2卫,137.36,19292,北,中层（共8层）,精装修,林山郡,渝北,礼嘉,无
3室2厅2卫,142,25070,南,中层（共46层）,精装修,凯德九章,渝北,冉家坝,2022
4室2厅2卫,227,19692,东南,低层（共28层）,精装修,万科御澜道·滨江组团,江北,江北嘴,无
4室2厅2卫,141.91,17264,南,中层（共26层）,精装修,招商·1872,九龙坡,石桥铺,2023
3室2厅2卫,88,16136,南,中层（共8层）,毛坯,天地源·玖玺香都,九龙坡,巴国城,2023
3室2厅3卫,116,16810,西南,中层（共11层）,精装修,龙湖两江新宸云麓,渝北,礼嘉,无
3室2厅2卫,118.41,13006,东,低层（共8层）,毛坯,保利堂悦棠园,南岸,茶园新区,2017
4室2厅3卫,171,26316,南,中层（共8层）,简装修,约克郡悦水岸,渝北,照母山,无
5室2厅3卫,192,31198,南,高层（共4层）,精装修,香港置地壹号半岛,渝北,照母山,有
4室2厅2卫,157.03,14520,西南,中层（共31层）,精装修,龙湖两江新宸森屿,渝北,礼嘉,2020
2室2厅1卫,73.11,10942,东南,高层（共27层）,精装修,佳馨小居,渝中,大坪,2014
4室2厅2卫,121.91,17882,东北,中层（共33层）,精装修,保利观澜三期,江北,江北嘴,无
5室2厅3卫,170,34118,南,底层地上层数（共1层）,豪华装修,象屿两江御府,渝北,照母山,
3室2厅2卫,89,15955,北,中层（共8层）,精装修,象屿光海,渝北,中央公园,2023
3室2厅2卫,111,12613,南北,高层（共32层）,毛坯,华侨城天际湾A区,渝北,礼嘉,2017
9室3厅7卫,499.4,30036,南,底层地上层数（共2层）,中装修,保利国际高尔夫花园别墅,渝北,汽博中心,2013
3室2厅2卫,101.29,16586,北,中层（共36层）,精装修,融景城尚峰,江北,建东路,2018
5室3厅2卫,289,27682,东,底层（共5层）,毛坯,嘉悦江庭,渝北,悦来,2015
5室2厅3卫,177.23,14670,东,底层地上层数（共4层）,毛坯,鲁能领秀城别墅,南岸,茶园新区,2019
4室2厅3卫,149,10738,南北,高层（共4层）,毛坯,保利麓谷林语,南岸,南山,2021
3室2厅2卫,83,16024,南,中层（共15层）,精装修,中建启宸,沙坪坝,西永,2022
3室2厅2卫,92,15870,南,底层（共3层）,精装修,中建启宸,沙坪坝,西永,2022
3室2厅2卫,95,18000,南,中层（共8层）,毛坯,中央公园悦府,渝北,中央公园,2023
5室1厅4卫,242,24793,南,底层地上层数（共3层）,精装修,东原湖山樾,渝北,照母山,2016
3室2厅2卫,93,13226,南北,高层（共13层）,毛坯,北京城建龙樾生态城,渝北,悦来,2019
3室2厅2卫,152.5,34098,南,高层（共45层）,精装修,寰宇天下天玺,江北,江北嘴,无
2室2厅1卫,81.5,11656,东南,顶层（共29层）,精装修,中庚香江美地,渝中,黄沙溪,2011
3室2厅2卫,99,15152,南,中层（共8层）,精装修,中粮中央公园瑞府,渝北,中央公园,2022
3室2厅2卫,93,12796,南,中层（共8层）,精装修,保利拾光年,渝北,悦来,2023
3室2厅2卫,96.19,13390,南,高层（共5层）,毛坯,新山和悦,渝北,回兴,2020
5室2厅3卫,190.07,26569,南,高层（共8层）,精装修,香港置地壹号半岛,渝北,照母山,无
3室2厅2卫,83,16627,南,中层（共8层）,精装修,中建启宸,沙坪坝,西永,2023
4室2厅2卫,137,16204,北,中层（共8层）,精装修,恒大御府,渝北,照母山,无
4室2厅2卫,127,15669,南,中层（共31层）,毛坯,重庆·中交城,九龙坡,蟠龙,2020
4室2厅2卫,142.41,14395,东南,高层（共7层）,精装修,华侨城云溪别院一期,渝北,礼嘉,2019
4室2厅2卫,142.74,15062,南,高层（共7层）,精装修,华侨城云溪别院一期,渝北,礼嘉,无
2室2厅1卫,71.98,6391,南,低层（共32层）,毛坯,长安锦尚城,渝北,空港,2018
3室3厅2卫,104,19423,东,低层（共13层）,精装修,万科星光森林,渝北,照母山,2020
3室2厅2卫,92,16522,南,低层（共18层）,精装修,万科星光都会,九龙坡,石坪桥,2023
2室2厅1卫,96.53,10774,南,中层（共20层）,精装修,大竹林商业中心,渝北,大竹林,无
3室2厅1卫,93,20430,南,中层（共33层）,精装修,约克郡.禧悦,渝北,照母山,2019
2室1厅1卫,76.58,13058,东南,中层（共34层）,精装修,嘉华鑫城,渝中,大坪,2008
3室2厅1卫,118,17797,北,低层（共31层）,豪华装修,龙湖昱湖壹号观云,渝北,礼嘉,有
4室2厅3卫,373,25147,南北,中层（共6层）,毛坯,鲁能星城外滩,江北,寸滩,2021
4室2厅2卫,189,13175,南,高层（共11层）,毛坯,首创禧瑞山河,南岸,茶园新区,2021
4室2厅2卫,120,12083,南,中层（共6层）,毛坯,保利麓谷林语,南岸,南山,2023
3室2厅1卫,89,13596,南,高层（共28层）,毛坯,重庆·中交城,九龙坡,蟠龙,2020
5室2厅4卫,143,14545,南,底层（共4层）,毛坯,保利堂悦芷若园,南岸,茶园新区,2018
6室3厅4卫,532.67,22153,南,底层地上层数（共1层）,精装修,新江与城天奕,渝北,大竹林,2019
3室2厅2卫,109.84,17753,东,低层（共46层）,精装修,龙湖两江新宸森屿,渝北,礼嘉,无
3室2厅2卫,84.3,9964,南,中层（共13层）,精装修,美好·天赋,江北,寸滩,2020
3室2厅2卫,98,17143,南,中层（共8层）,精装修,越秀悦映湖山,渝北,中央公园,2021
3室2厅2卫,107.18,19593,南,中层（共11层）,精装修,国美江天御府,江北,北滨路,有
4室1厅2卫,142.7,18921,南,中层（共8层）,毛坯,金辉耀江府小高层,南岸,铜元局,2017
3室2厅2卫,103.39,12574,东南,中层（共11层）,毛坯,星悦·礼玉金湾·玉麟阁,渝北,礼嘉,2022
4室2厅2卫,134.38,19571,南,中层（共35层）,精装修,约克郡.禧悦,渝北,照母山,无
2室1厅1卫,63.3,11848,南,中层（共27层）,简装修,佳馨小居,渝中,大坪,2014
3室2厅1卫,64,15406,南,高层（共17层）,精装修,学樘金茂悦,九龙坡,中梁山,2023
3室2厅2卫,122.95,17487,西,顶层（共19层）,简装修,龙湖两江新宸云岭,渝北,礼嘉,2019
2室2厅1卫,71.64,15075,东南,低层（共32层）,精装修,保利香雪,江北,南桥寺,无
4室2厅2卫,128,19531,南,低层（共9层）,精装修,中粮中央公园瑞府,渝北,中央公园,2021
6室2厅4卫,257.82,17454,南,低层（共48层）,精装修,长嘉汇四期,南岸,涂山路,无
4室2厅3卫,232.18,17185,南北,中层（共38层）,毛坯,江北嘴·公园里,渝北,龙头寺,2020
4室2厅2卫,141.91,17264,南,中层（共26层）,精装修,招商·1872,九龙坡,石桥铺,2023
4室2厅2卫,137.13,16772,北,高层（共32层）,精装修,金茂国际生态新城,渝北,中央公园,2018
3室2厅2卫,95,13895,东南,中层（共9层）,精装修,建发·书香府,北碚,蔡家,2023
4室2厅2卫,155.61,17030,东北,高层（共31层）,精装修,龙湖两江新宸森屿,渝北,礼嘉,无
3室2厅2卫,94,11702,南,中层（共15层）,精装修,保利时区,渝北,悦来,2023
3室2厅2卫,99,14040,南,中层（共8层）,精装修,中交·拾园雅集,渝北,中央公园,2020
4室2厅2卫,161.16,17126,南,中层（共33层）,毛坯,约克郡.禧悦,渝北,照母山,无
4室3厅4卫,279.52,12879,南,底层地上层数（共4层）,毛坯,融创凡尔赛花园别墅,渝北,照母山,2015
3室2厅2卫,115.1,14857,东北,中层（共33层）,精装修,长安锦绣城,渝北,加州新牌坊,无
4室2厅2卫,122,17869,南北,高层（共8层）,毛坯,北辰·香麓,渝北,中央公园,2022
3室2厅2卫,123,9756,南,中层（共8层）,毛坯,雅居乐富春山居,渝北,回兴,2022
4室2厅2卫,145.03,13790,南北,中层（共11层）,毛坯,九阙府洋房,南岸,南岸其他,2020
3室2厅2卫,115,16522,南,中层（共11层）,毛坯,国浩·白屿林,渝北,中央公园,2023
4室2厅2卫,124,8871,南,中层（共33层）,精装修,协信城立方,沙坪坝,大学城,有
3室2厅2卫,95.92,9174,西南,低层（共18层）,毛坯,金科博翠园,南岸,茶园新区,2019
3室2厅2卫,101.06,10241,南,低层（共28层）,简装修,中交中央公园和颂,渝北,中央公园,2018
3室2厅2卫,129,17829,南,中层（共18层）,精装修,印江州,九龙坡,陈家坪,无
3室2厅2卫,86,9302,南,高层（共8层）,简装修,中建滨江星城,巴南,李家沱,2020
4室2厅3卫,198.99,20604,西北,中层（共33层）,精装修,阳光城天澜道11号,江北,江北嘴,无
3室2厅1卫,82,10732,南,低层（共27层）,精装修,金科空港城,渝北,空港,2018
5室3厅4卫,400,37500,南,底层地上层数（共1层）,毛坯,棕榈泉国际花园二期,渝北,人和,2013
4室2厅3卫,199,24171,南北,低层（共38层）,精装修,阳光城天澜道11号,江北,江北嘴,2020
1室1厅1卫,54.09,29580,南,低层（共34层）,精装修,巴蜀剑桥,渝中,一号桥,2008
3室2厅2卫,93,13978,南,高层（共8层）,毛坯,建发云著,北碚,蔡家,2020
3室2厅2卫,147,22449,南,高层（共32层）,精装修,中渝山顶道国宾城,渝北,加州新牌坊,无
3室2厅2卫,105.45,12328,东南,中层（共32层）,简装修,兰波红城丽景,渝中,黄沙溪,2007
8室2厅7卫,985,32365,南,底层地上层数（共3层）,毛坯,新江与城天奕,渝北,大竹林,2020
2室2厅1卫,85.07,16222,西,低层（共29层）,精装修,恒大世纪城北苑,渝北,照母山,无
4室2厅2卫,143,20839,南北,高层（共6层）,毛坯,中粮天悦壹号,江北,石马河,2019
4室2厅3卫,120,13333,南,底层（共3层）,毛坯,爱情天宸万璟,渝北,回兴,2021
4室2厅2卫,130,9308,南北,高层（共10层）,毛坯,首钢铂鹭风华,渝北,空港,2020
3室2厅2卫,99,13939,南,中层（共27层）,毛坯,重庆·中交城,九龙坡,蟠龙,2020
4室2厅2卫,161.54,12752,东南,低层（共12层）,毛坯,北大资源紫境府,南岸,南岸其他,2017
3室2厅1卫,116.22,20306,南,高层（共7层）,精装修,国美江天御府,江北,北滨路,2019
3室2厅1卫,80,9375,南,低层（共18层）,精装修,协信城立方,沙坪坝,大学城,有
2室2厅1卫,79,13949,南,低层（共32层）,精装修,融侨城二期花样派,南岸,铜元局,2018
3室1厅1卫,91.6,13319,东,低层（共27层）,精装修,天骄公园,渝北,大竹林,无
3室2厅2卫,99.53,20094,北,低层（共32层）,精装修,江北嘴新鸥鹏教育城二期,江北,江北嘴,无
3室2厅2卫,91.28,12270,南,高层（共31层）,精装修,桥达茂宸广场,渝北,空港,2020
3室2厅2卫,97,20619,南,高层（共23层）,毛坯,中粮天悦壹号,江北,石马河,2022
3室2厅1卫,81,13580,南,底层（共3层）,毛坯,常青藤·湖上初晴,渝北,农业园区,2022
4室2厅2卫,144.5,20969,东,底层地上层数（共2层）,精装修,东原旭辉江山樾别墅,渝北,礼嘉,2019
3室2厅1卫,97.08,21632,南北,低层（共42层）,精装修,中海紫御江山熙岸,江北,江北嘴,2016
3室2厅2卫,90,11778,南,中层（共18层）,精装修,保利时区,渝北,悦来,2022
3室2厅3卫,116,17241,西北,高层（共11层）,毛坯,龙湖两江新宸云玺,渝北,礼嘉,2017
5室2厅3卫,156,10769,南北,中层（共6层）,毛坯,保利麓谷林语,南岸,南山,2020
4室2厅3卫,212.43,39966,南,顶层（共7层）,精装修,香港置地壹号半岛,渝北,照母山,2017
4室2厅3卫,187,18717,东北,低层（共47层）,毛坯,天空雲镜,渝中,大坪,2020
3室2厅1卫,74.23,10104,南,中层（共18层）,精装修,奥园越时代,南岸,茶园新区,2017
3室2厅2卫,122.86,18314,西北,低层（共33层）,精装修,约克郡.禧悦,渝北,照母山,无
2室2厅1卫,87.88,13200,北,高层（共29层）,精装修,鲁能星城七街区,渝北,龙头寺,2007
5室2厅2卫,166.95,15274,西南,底层（共22层）,毛坯,龙湖两江新宸森屿,渝北,礼嘉,2018
4室2厅3卫,373.55,21604,南,中层（共8层）,毛坯,鲁能星城外滩,江北,寸滩,2021
3室2厅2卫,123.97,13552,东北,中层（共18层）,精装修,协信天骄俊园,渝北,黄泥磅,无
3室2厅2卫,121.64,12496,北,低层（共29层）,精装修,御景天成,渝北,黄泥磅,无
7室2厅2卫,999.3,27819,西,底层地上层数（共3层）,毛坯,新江与城天奕,渝北,大竹林,2018
3室2厅2卫,115,15652,南,高层（共10层）,毛坯,国浩·白屿林,渝北,中央公园,2023
2室2厅1卫,70.54,8789,南北,高层（共18层）,精装修,协信城立方,沙坪坝,大学城,有
4室2厅2卫,124,20565,南,低层（共8层）,毛坯,中粮中央公园瑞府,渝北,中央公园,2020
4室2厅3卫,179,14525,南北,低层（共6层）,毛坯,保利天珺,渝北,中央公园,2023
3室1厅2卫,107.86,9457,东南,顶层（共33层）,简装修,奥园康城A区,渝中,黄沙溪,2009
3室2厅2卫,97.77,10739,南,中层（共16层）,精装修,招商雍璟城,渝北,空港,2020
3室2厅1卫,107.09,18209,北,中层（共32层）,中装修,鲁能星城十一街区,渝北,龙头寺,2007
4室2厅2卫,140.38,8904,东南,高层（共33层）,简装修,恒大滨河左岸,南岸,茶园新区,2018
2室2厅1卫,55.93,15019,东南,低层（共31层）,精装修,华宇时代星空,渝中,大坪,2019
4室2厅2卫,131,14122,南北,中层（共8层）,精装修,万科城市花园,渝北,中央公园,2023
4室2厅2卫,158.99,17360,南,中层（共33层）,毛坯,约克郡.禧悦,渝北,照母山,2019
4室2厅2卫,143,20140,南北,中层（共6层）,毛坯,中粮天悦壹号,江北,石马河,2020
4室2厅2卫,146,17123,东,低层（共16层）,毛坯,龙湖景粼玖序,渝北,中央公园,2019
3室2厅2卫,122,20902,南北,高层（共7层）,精装修,北大资源博雅四期,渝北,照母山,2016
1室0厅1卫,39.65,10845,东,中层（共33层）,简装修,黄龙花园,渝北,黄泥磅,有
2室2厅1卫,68.41,17541,南,中层（共34层）,精装修,煌华晶萃城,江北,观音桥,有
3室1厅2卫,116.9,12147,东南,高层（共42层）,毛坯,金辉御江府,南岸,铜元局,2019
4室2厅2卫,100,11800,南,中层（共15层）,精装修,保利时区,渝北,悦来,2020
2室2厅1卫,71.64,15075,东南,低层（共32层）,精装修,保利香雪,江北,南桥寺,无
4室2厅2卫,88,7955,南北,中层（共26层）,毛坯,协信城立方三期,沙坪坝,大学城,有
4室2厅3卫,231,16840,南北,中层（共38层）,毛坯,江北嘴·公园里,渝北,龙头寺,2023
3室2厅2卫,86,19302,南,高层（共31层）,豪华装修,凯德九章,渝北,冉家坝,2021
5室2厅2卫,650,23077,南,底层地上层数（共3层）,毛坯,融创尊爵堡二期,渝北,汽博中心,2015
5室4厅4卫,422.05,18007,东,底层地上层数（共3层）,毛坯,新江与城天越,渝北,大竹林,2017
3室2厅2卫,118,17797,西,中层（共30层）,精装修,恒大名都,渝中,大坪,无
3室2厅2卫,112.21,21121,南北,中层（共18层）,精装修,约克郡壹号湖畔,渝北,照母山,2014
6室3厅6卫,296,25338,南,底层地上层数（共3层）,毛坯,融科橡树澜湾,渝北,鸳鸯,2015
4室2厅2卫,171.94,13377,西北,高层（共12层）,精装修,华侨城云麓台,渝北,礼嘉,有
5室2厅3卫,207.67,19165,东,底层（共3层）,精装修,嘉景湾,渝北,礼嘉,2018
4室2厅2卫,145.03,13652,南北,高层（共12层）,毛坯,九阙府洋房,南岸,南岸其他,2020
5室2厅3卫,219.56,17763,南,底层地上层数（共3层）,精装修,龙湖两江新宸嘉玺,渝北,礼嘉,
3室2厅1卫,85,12235,南,低层（共13层）,精装修,招商·渝天府,沙坪坝,沙坪坝其他,2023
4室2厅2卫,141,14894,南,高层（共8层）,毛坯,中交中央公园雅颂,渝北,中央公园,2018
4室2厅3卫,230,16348,南,中层（共8层）,豪华装修,铂悦滨江,渝北,悦来,2023
3室2厅2卫,90,12000,南,高层（共15层）,毛坯,保利时区,渝北,悦来,2020
3室2厅2卫,82,14024,南,底层（共3层）,毛坯,居然雅素里,渝北,农业园区,2021
3室2厅2卫,91,10637,南,中层（共8层）,毛坯,保利麓谷林语,南岸,南山,2023
3室2厅2卫,87.04,15510,南,底层（共1层）,毛坯,旭辉·铂宸中央,渝北,空港新城,2023
3室2厅2卫,90,11778,南,中层（共18层）,精装修,保利时区,渝北,悦来,2022
5室2厅3卫,173.29,17601,南,高层（共8层）,精装修,远洋九公子,渝北,礼嘉,有
5室2厅2卫,249.34,12834,东,底层地上层数（共3层）,毛坯,华侨城天澜美墅,渝北,礼嘉,2020
4室2厅2卫,143,15734,南北,中层（共32层）,精装修,中交中央公园,渝北,中央公园,2023
3室2厅1卫,95.95,19698,南,低层（共33层）,精装修,紫御江山,江北,江北嘴,无
5室2厅2卫,243,15638,南,底层地上层数（共3层）,毛坯,象屿两江望府,渝北,照母山,2014
3室2厅2卫,130.71,14153,西,中层（共33层）,毛坯,龙湖悠山时光,渝北,礼嘉,2009
4室2厅3卫,181.6,18722,南,中层（共10层）,精装修,龙湖九里晴川二期龙湖揽境,渝北,礼嘉,有
3室2厅2卫,99,13939,南,中层（共27层）,毛坯,重庆·中交城,九龙坡,蟠龙,2020
3室2厅2卫,103,8544,南,低层（共33层）,精装修,金辉融侨半岛香弥山1号,南岸,铜元局,2008
4室2厅2卫,113,16372,南,低层（共33层）,精装修,保利观澜二期漫城,江北,海尔路,无
5室3厅4卫,310,30806,东,底层地上层数（共3层）,毛坯,龙湖悠山郡别墅,渝北,礼嘉,2018
3室2厅2卫,105.67,11545,南,中层（共6层）,精装修,融创文旅城御河湾北区,沙坪坝,沙坪坝其他,2018
4室2厅3卫,199,24171,南北,低层（共38层）,精装修,阳光城天澜道11号,江北,江北嘴,2020
4室2厅2卫,137.31,13473,西南,高层（共33层）,精装修,万科城,渝北,照母山,无
4室2厅2卫,143.2,16760,南,底层（共6层）,精装修,中交中央公园,渝北,中央公园,2022
4室2厅2卫,130.78,18275,北,中层（共11层）,毛坯,龙湖两江新宸云麓,渝北,礼嘉,2017
6室3厅5卫,360,29167,南,底层地上层数（共5层）,毛坯,龙湖江与城天钜,渝北,大竹林,2015
5室2厅3卫,181.46,20390,南,中层（共8层）,精装修,龙湖两江新宸云玺,渝北,礼嘉,有
3室1厅2卫,90.86,15408,东南,高层（共33层）,毛坯,龙湖两江新宸森屿,渝北,礼嘉,2018
3室2厅2卫,90,14778,南,低层（共8层）,精装修,建发·书香府,北碚,蔡家,2020
3室2厅2卫,101.94,13047,北,顶层（共32层）,精装修,华侨城云溪别院一期,渝北,礼嘉,2019
4室2厅3卫,215.57,19483,南,顶层地上层数（共2层）,精装修,华侨城岚溪云墅,渝北,礼嘉,
3室2厅2卫,90,9667,南,顶层（共7层）,简装修,中国摩香山花园,渝北,空港,2018
5室2厅4卫,257.64,14749,东,底层地上层数（共5层）,精装修,万科颐府,渝北,照母山,2023
4室2厅2卫,152.02,27628,南北,高层（共8层）,毛坯,香港置地壹号半岛,渝北,照母山,2020
3室2厅1卫,93.02,18061,北,低层（共35层）,精装修,约克郡.禧悦,渝北,照母山,无
3室2厅2卫,92.32,17114,东,中层（共37层）,毛坯,金茂国际生态新城锦悦,渝北,中央公园,无
4室2厅2卫,142.74,14852,南,高层（共7层）,毛坯,华侨城云溪别院一期,渝北,礼嘉,有
3室2厅2卫,99,15354,南,中层（共18层）,精装修,保利时区,渝北,悦来,2021
4室2厅2卫,141,24823,东南,低层（共56层）,精装修,紫御江山天誉,江北,江北嘴,无
4室2厅3卫,228.04,17015,东南,低层（共44层）,毛坯,万科御澜道·滨江组团,江北,江北嘴,2017
4室2厅2卫,100,15200,南,高层（共8层）,精装修,建发·书香府,北碚,蔡家,2020
3室2厅2卫,101,11782,北,中层（共33层）,精装修,桥达蓝湾半岛,渝北,空港,2016
4室2厅2卫,115,12609,东,高层（共33层）,精装修,御璟湖山璟樾,渝北,礼嘉,有
3室1厅2卫,111.8,11449,东南,高层（共29层）,精装修,中庚香江美地,渝中,黄沙溪,2011
3室2厅2卫,113,15310,东南,低层（共15层）,毛坯,中粮天悦壹号,江北,石马河,2020
3室2厅3卫,182.33,19690,东,低层（共26层）,精装修,寰宇天下,江北,江北嘴,无
3室2厅2卫,100,14700,南,高层（共9层）,毛坯,华宇·御璟首玺,渝北,中央公园,2022
3室2厅2卫,115.23,16489,南,中层（共11层）,毛坯,国浩·白屿林,渝北,中央公园,2023
4室2厅3卫,125,13440,南北,底层（共2层）,毛坯,新山和悦,渝北,回兴,2020
3室2厅2卫,95,17368,南,中层（共8层）,毛坯,泰德晟景台,渝北,礼嘉,2019
2室2厅2卫,98.6,13083,北,中层（共32层）,精装修,鲁能星城七街区,渝北,龙头寺,2007
2室2厅1卫,79,14684,西,低层（共32层）,精装修,融侨城二期花样派,南岸,铜元局,2014
4室2厅2卫,141.24,16851,南,中层（共16层）,精装修,龙湖两江新宸森屿,渝北,礼嘉,无
4室2厅2卫,143,19580,南,高层（共6层）,毛坯,中粮天悦壹号,江北,石马河,2020
3室1厅2卫,107.86,9457,东南,顶层（共33层）,简装修,奥园康城A区,渝中,黄沙溪,2009
3室2厅2卫,128,8984,西北,中层（共25层）,中装修,渝中名郡,渝中,黄沙溪,无
3室2厅2卫,108.72,16280,南北,低层（共32层）,精装修,鲁能星城九街区,渝北,龙头寺,2009
4室2厅3卫,181.4,18467,南,高层（共45层）,精装修,万科御澜道·滨江组团,江北,江北嘴,2020
3室2厅1卫,89.3,10078,西南,低层（共30层）,精装修,中建瑜和城,巴南,李家沱,2021
3室2厅2卫,103.39,12573,南,低层（共10层）,毛坯,星悦·礼玉金湾·玉麟阁,渝北,礼嘉,2018
3室2厅3卫,178.63,21273,东北,高层（共17层）,豪华装修,寰宇天下,江北,江北嘴,无
4室2厅2卫,239.69,12016,东,底层地上层数（共1层）,毛坯,华侨城天澜美墅,渝北,礼嘉,
4室2厅2卫,133.59,12127,东,高层（共8层）,毛坯,荣盛华府一期,南岸,茶园新区,2019
4室2厅2卫,168.43,16030,西南,低层（共45层）,毛坯,万科御澜道·滨江组团,江北,江北嘴,2016
4室2厅3卫,236,21568,南,中层（共15层）,毛坯,鲁能星城外滩,江北,寸滩,2021
4室2厅2卫,170,12824,南,中层（共33层）,精装修,华侨城嘉陵江天,渝北,礼嘉,2019
4室2厅3卫,183,23934,东,底层地上层数（共3层）,毛坯,俊峰香格里拉别墅,沙坪坝,磁器口,2021
4室2厅2卫,160.74,22396,南,顶层（共5层）,精装修,国美江天御府,江北,北滨路,无
3室2厅1卫,86,21163,南,中层（共13层）,精装修,中海映溪臺,渝北,花卉园,2020
暂无,100.91,11694,南,中层（共33层）,精装修,中交中央公园美麓,渝北,中央公园,无
3室2厅2卫,98,14490,西北,低层（共8层）,精装修,中交·拾园雅集,渝北,中央公园,2023
3室2厅2卫,117,15556,东南,高层（共33层）,精装修,龙湖两江新宸森屿,渝北,礼嘉,有
4室2厅2卫,143,22378,南北,中层（共6层）,毛坯,中粮天悦壹号,江北,石马河,2021
3室2厅2卫,92,11087,南,中层（共8层）,精装修,三一云城,江北,复盛,2023
2室2厅1卫,78.66,11696,东南,低层（共31层）,精装修,佳馨小居,渝中,大坪,2014
4室2厅2卫,172.9,16484,南,低层（共15层）,毛坯,龙湖景粼玖序,渝北,中央公园,2018
4室2厅2卫,138.88,14329,东南,低层（共31层）,毛坯,龙湖昱湖壹号观云,渝北,礼嘉,2020
3室2厅2卫,99,16465,南,中层（共19层）,毛坯,印江州,九龙坡,陈家坪,2020
3室2厅2卫,114.62,17013,东南,中层（共39层）,精装修,保利观澜三期,江北,江北嘴,无
4室2厅2卫,234.15,14948,南,底层地上层数（共3层）,精装修,江山樾四期,渝北,礼嘉,
4室2厅2卫,141,20426,南,顶层（共63层）,精装修,恒大御龙天峰,江北,北滨路,2015
4室2厅3卫,246.37,15018,东,中层地上层数（共5层）,毛坯,金辉泊舍,南岸,铜元局,2017
3室2厅2卫,90,12111,南,中层（共15层）,毛坯,保利时区,渝北,悦来,2020
3室2厅2卫,98,13163,南,低层（共8层）,精装修,中国铁建山语桃源,渝北,中央公园,2020
3室2厅2卫,82,17262,南,中层（共26层）,精装修,招商·1872,九龙坡,石桥铺,2023
3室2厅1卫,90,14000,南,高层（共31层）,精装修,莲花国际,渝中,大坪,无
4室2厅3卫,198.99,20604,西北,中层（共33层）,精装修,阳光城天澜道11号,江北,江北嘴,无
4室2厅2卫,162,20370,东北,高层（共10层）,精装修,龙湖九里晴川二期龙湖揽境,渝北,礼嘉,2020
2室1厅1卫,66.09,12559,东,高层（共23层）,简装修,万科锦尚,九龙坡,渝州路,2016
4室2厅2卫,133.74,14057,南,底层（共8层）,毛坯,中交漫山,南岸,茶园新区,2017
4室2厅2卫,137,18969,东南,高层（共18层）,毛坯,半山悦景,九龙坡,黄桷坪,2023
3室2厅2卫,120.37,17862,南北,低层（共33层）,精装修,龙湖源著北区,江北,南桥寺,2011
4室2厅2卫,144,19306,南,高层（共6层）,毛坯,保利阅江台,江北,石马河,2020
5室2厅3卫,228.26,28476,南,高层（共18层）,毛坯,龙湖舜山府,渝北,照母山,2020
